asset_id,title,publisher,evidence_grade,download_status,canonical_url,missing_reason,next_action,license_name,license_url
WEB-0122,mw-workspace-parsed-1254542291.cos.ap-nanjing.myqcloud.com 来源资料（WEB-0122）,mw-workspace-parsed-1254542291.cos.ap-nanjing.myqcloud.com,D,METADATA_ONLY_LICENSE,https://mw-workspace-parsed-1254542291.cos.ap-nanjing.myqcloud.com/$,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0123,"8. New Business Age（TC Correspondent），2014年，""Investors Run Away From Gold In 2013""——GLD全年减持546吨、两日自1525跌至1321美元",newbusinessage.com,D,METADATA_ONLY_LICENSE,https://newbusinessage.com/news/2361/investors-run-away-from-gold-in-2013,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0124,New Lines Magazine，2026,newlinesmag.com,D,METADATA_ONLY_LICENSE,https://newlinesmag.com/reportage/why-iran-is-witnessing-a-gold-rush,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0125,世界黄金协会，2026,news.10jqka.com.cn,D,METADATA_ONLY_LICENSE,https://news.10jqka.com.cn/20260806/c678732646.shtml,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0126,新浪新闻引中国新闻周刊，2021,news.sina.cn,C,METADATA_ONLY_LICENSE,https://news.sina.cn/gn/2021-11-20/detail-iktzscyy6640228.d.html?vt=4,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0127,4. MetalCharts / National Mining Association 历史金价数据：1987年LBMA均价447美元、年涨约21.5%。,nma.org,D,METADATA_ONLY_LICENSE,https://nma.org/resources/historical-gold-prices-1833-to-present,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0130,"related Sanctions and Gold-related Transactions, 2022,",ofac.treasury,A,METADATA_ONLY_LICENSE,https://ofac.treasury/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0131,5. OnlyGold 历史金价：1986年末390.9美元、1987年末486.5美元。,onlygold.com,D,METADATA_ONLY_LICENSE,https://onlygold.com/gold-prices/historical-gold-prices,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0133,"3. 财新网，《""直升机撒钱""：赤字货币化是魔鬼吗》，2016。",opinion.caixin.com,C,METADATA_ONLY_LICENSE,https://opinion.caixin.com/2016-08-24/100981080.html,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0134,财新网专栏，2023,opinion.caixin.com,C,METADATA_ONLY_LICENSE,https://opinion.caixin.com/2023-08-09/102091459.html,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0140,缺失论文PDF恢复候选,NCBI/PMC,A,FETCH_FAILED,https://pmc.ncbi.nlm.nih.gov/articles/PMC13025532/pdf/entropy-28-00271.pdf,PDF_SIGNATURE_MISMATCH,原链接不可用或不适合自动归档；使用已验证替代资产 WEB-0115。,开放获取或开放仓库，逐项保留原许可,
WEB-0141,press.un.org 来源资料（WEB-0141）,press.un.org,D,METADATA_ONLY_LICENSE,https://press.un.org/en/2022/sgsm21132.doc.htm,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0142,res.wx.qq.com 来源资料（WEB-0142）,res.wx.qq.com,D,METADATA_ONLY_LICENSE,https://res.wx.qq.com/open/js/jweixin-1.3.2.js,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0144,2. 俄罗斯 CPI（1998-12 同比 84%）：俄罗斯联邦统计局（Rosstat）,rosstat.gov.ru,A,METADATA_ONLY_LICENSE,https://rosstat.gov.ru/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0145,"a href=""",上海黄金交易所,B,FETCH_FAILED,https://service.sge.com.cn:8443/financialinquiry/initAuth.htm,fetch failed,原链接不可用或不适合自动归档；使用已验证替代资产 WEB-0395。,政府/国际组织公开资料，按原站署名与条款使用,
WEB-0147,silverinstitute.org 来源资料（WEB-0147）,silverinstitute.org,D,METADATA_ONLY_LICENSE,https://silverinstitute.org/all-world-silver-surveys,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0148,silverinstitute.org 来源资料（WEB-0148）,silverinstitute.org,D,METADATA_ONLY_LICENSE,https://silverinstitute.org/elevated-lease-rates-regional-liquidity-tightness-and-robust-investor-interest-resulted-in-record-silver-prices-in-2025,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0150,4. Small Caps（2020）：《What history teaches us about gold in economic crises》，Homestake 股价 80→495 美元、1932 年全球黄金产量纪录、6102 号行政令细节。,smallcaps.com.au,D,METADATA_ONLY_LICENSE,https://smallcaps.com.au/article/what-history-teaches-about-gold-economic-crises,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0151,static.heywhale.com 来源资料（WEB-0151）,static.heywhale.com,D,MANUAL_ACTION_REQUIRED,https://static.heywhale.com/bundle/workbench,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://static.heywhale.com/bundle/workbench
WEB-0152,static.heywhale.com 来源资料（WEB-0152）,static.heywhale.com,D,MANUAL_ACTION_REQUIRED,https://static.heywhale.com/bundle/workbench/static/css/app.184341d4.css,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://static.heywhale.com/bundle/workbench/static/css/app.184341d4.css
WEB-0153,static.heywhale.com 来源资料（WEB-0153）,static.heywhale.com,D,MANUAL_ACTION_REQUIRED,https://static.heywhale.com/bundle/workbench/static/css/chunk-vendors.c32cdedd.css,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://static.heywhale.com/bundle/workbench/static/css/chunk-vendors.c32cdedd.css
WEB-0154,static.heywhale.com 来源资料（WEB-0154）,static.heywhale.com,D,MANUAL_ACTION_REQUIRED,https://static.heywhale.com/bundle/workbench/static/js/app.25414c0c.js,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://static.heywhale.com/bundle/workbench/static/js/app.25414c0c.js
WEB-0155,static.heywhale.com 来源资料（WEB-0155）,static.heywhale.com,D,MANUAL_ACTION_REQUIRED,https://static.heywhale.com/bundle/workbench/static/js/chunk-vendors.11f65d5b.js,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://static.heywhale.com/bundle/workbench/static/js/chunk-vendors.11f65d5b.js
WEB-0157,1. Tether《Tether Attestation Reports》（储备构成与黄金持仓）,tether.to,D,METADATA_ONLY_LICENSE,https://tether.to/en/transparency,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0160,核验记录，,Smartbi,D,PAYWALL_OR_AUTH,https://tiaozhanbei.cloud.smartbi.com.cn/smartbi/vision/index,,保留元数据和原链接，不抓取或再分发正文。,认证环境，仅保存脱敏元数据,
WEB-0161,Smartbi 来源资料（WEB-0161）,Smartbi,D,PAYWALL_OR_AUTH,https://tiaozhanbei.cloud.smartbi.com.cn/smartbi/vision/index.jsp,,保留元数据和原链接，不抓取或再分发正文。,认证环境，仅保存脱敏元数据,
WEB-0163,"5. US Gold and Coin Research，""Gold vs S&P 500 by Decade (1970s–2020s)""（2026 年 2 月更新，数据源：National Mining Association / Slickcharts），",usgoldandcoin.com,D,METADATA_ONLY_LICENSE,https://usgoldandcoin.com/research/gold-vs-sp500,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0164,中国经营报，2025-12,view.inews.qq.com,D,METADATA_ONLY_LICENSE,https://view.inews.qq.com/a/20251226A08F0300,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0167,"vesting Operating Cash, 2014,",www.afponline,D,METADATA_ONLY_LICENSE,https://www.afponline/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0168,4. Arabian Gulf Business Insight（AGBI），2023，《Lebanon's new bank rules offer 'lollar' accounts respite》——存款从 1160 亿降至 890 亿美元、折损 70%–83%。,www.agbi.com,D,METADATA_ONLY_LICENSE,https://www.agbi.com/analysis/banking-finance/2023/10/lebanons-new-bank-rules-offer-lollar-accounts-respite,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0169,3. 世界黄金协会（WGC），2013年《Gold Demand Trends Q2 2013》——ETF流出为需求下滑主因,www.agloc.org,D,PAYWALL_OR_AUTH,https://www.agloc.org/pdf/GDT_Q2_2013.pdf,HTTP 403,,公开可访问但再分发范围未完全确认，仅本机归档,
WEB-0170,AInvest，2026,www.ainvest.com,D,METADATA_ONLY_LICENSE,https://www.ainvest.com/news/tether-buys-27-tons-gold-q4-2025-xaut-stablecoin-2601,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0171,2. 伊朗 CPI 数据（2018–2025 30%–50%）：伊朗统计中心（SCI）,www.amar.org.ir,D,METADATA_ONLY_LICENSE,https://www.amar.org.ir/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0172,9. 希腊雅典综合指数历史,www.athexgroup.gr,D,METADATA_ONLY_LICENSE,https://www.athexgroup.gr/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0173,AzerNews，2013,www.azernews.az,D,METADATA_ONLY_LICENSE,https://www.azernews.az/business/62020.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0174,3. 墨西哥央行（Banxico）历史汇率与利率数据,www.banxico.org.mx,D,METADATA_ONLY_LICENSE,https://www.banxico.org.mx/SieInternet/consultarDirectorioInternetAction.do?locale=en,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0175,"2. 2014-12""黑色星期二""与央行加息 650 基点：Reuters/BBC 2014 年 12 月报道",BBC,C,METADATA_ONLY_LICENSE,https://www.bbc.com/news/business,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0176,"8. 2021 年""低利率政策""与里拉 -44%：BBC/Reuters 2021 年 12 月报道",BBC,C,METADATA_ONLY_LICENSE,https://www.bbc.com/news/business-59514816,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0177,4. 废钞与美元化（2009-02）：Reuters/BBC 2009 年报道,BBC,C,METADATA_ONLY_LICENSE,https://www.bbc.com/news/world-africa-14180904,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0178,1. 委内瑞拉伦敦黄金（31 吨/约 10 亿美元）被冻结：Reuters/BBC 2019–2020 年报道,BBC,C,METADATA_ONLY_LICENSE,https://www.bbc.com/news/world-latin-america,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0179,3. 2018 年向俄销售黄金与德银抵押被没收：Reuters/BBC,BBC,C,METADATA_ONLY_LICENSE,https://www.bbc.com/news/world-latin-america-47844418,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0180,6. 伊朗央行金本位/黄金担保数字货币（2025）：Reuters/BBC Persian 报道,BBC,C,METADATA_ONLY_LICENSE,https://www.bbc.com/persian,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0181,4. 阿根廷央行（BCRA）历史汇率与通胀数据,www.bcra.gob.ar,A,METADATA_ONLY_LICENSE,https://www.bcra.gob.ar/en,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0182,analisis e investigacion,www.bde.es,D,METADATA_ONLY_LICENSE,https://www.bde.es/wbe/en/areas-actuacion/analisis-e-investigacion,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0183,www.bde.es 来源资料（WEB-0183）,www.bde.es,D,METADATA_ONLY_LICENSE,https://www.bde.es/wbe/en/areas-actuacion/analisis-e-investigacion/recursos/indices-de-riesgo-geopolitico-generales-y-bilaterales-para-34-economias-6075d2451c9da91.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0184,BDO，2018,www.bdo.ae,D,METADATA_ONLY_LICENSE,https://www.bdo.ae/getattachment/Services/Audit-Assurance/IFRS-Advisory-Services/IFRS-PUBLICATIONS/IFRB-2018-02-Argentina-and-IAS-29.pdf.aspx?lang=,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0185,8. BDO《IAS 29 应用指引》,www.bdo.global,D,METADATA_ONLY_LICENSE,https://www.bdo.global/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0193,"黄金. Bank for International Settlements, 2013, pp. 1–75. url:",www.bis,D,METADATA_ONLY_LICENSE,https://www.bis/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0196,4. 墨西哥股市 IPC 指数历史数据,www.bmv.com.mx,D,METADATA_ONLY_LICENSE,https://www.bmv.com.mx/en/indices/indice-de-precios-y-cotizaciones-ipc,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0201,"5. Britannica, ""Hyperinflation in the Weimar Republic (1922–23)""。",www.britannica.com,D,METADATA_ONLY_LICENSE,https://www.britannica.com/event/hyperinflation-in-the-Weimar-Republic,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0202,"4. Britannica（大英百科全书）：""Silver Thursday""（亨特兄弟持仓与 1980 年银价崩盘），",www.britannica.com,D,METADATA_ONLY_LICENSE,https://www.britannica.com/topic/Silver-Thursday,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0203,2. BullionVault（2009）：《Gold in the Depression》，Homestake EPS、股息数据及里士满联储 John Walter（2005）银行倒闭统计。,www.bullionvault.com,D,METADATA_ONLY_LICENSE,https://www.bullionvault.com/gold-news/history/gold-depression-06082009,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0204,"1. BullionVault（Adrian Ash），2023年，""Gold's Big Price Crash, 10 Year On""——两日跌幅、季度-25.4%、TIPS相关性、GLD流出等细节",www.bullionvault.com,D,METADATA_ONLY_LICENSE,https://www.bullionvault.com/gold-news/opinion-analysis/golds-big-price-crash-10-year-07072023,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0205,"2. BullionVault, Adrian Ash, ""How Does Gold Perform When Stock Markets Crash?""（2024）：黑色星期一当日金价 +3.2%。",www.bullionvault.com,D,METADATA_ONLY_LICENSE,https://www.bullionvault.com/gold-news/opinion-analysis/how-does-gold-price-perform-stock-market-crash-080720241,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0206,3. Merval 指数历史数据,www.byma.com.ar,D,METADATA_ONLY_LICENSE,https://www.byma.com.ar/en/indices/indice-merval,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0208,2. 埃及 CPI（2023-09 峰值 38.0%）：埃及中央公共动员与统计局（CAPMAS）,www.capmas.gov.eg,A,METADATA_ONLY_LICENSE,https://www.capmas.gov.eg/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0209,"1. 德意志联邦银行（Deutsche Bundesbank）历史统计档案，转引自 Cato Institute：Hanke & Krus, ""World Hyperinflations"", Cato Working Paper No. 8, 2012。",www.cato.org,D,PAYWALL_OR_AUTH,https://www.cato.org/sites/cato.org/files/pubs/pdf/workingpaper-8.pdf,HTTP 403,,公开可访问但再分发范围未完全确认，仅本机归档,
WEB-0210,3. 2022–2024 年三次贬值时间线：Reuters/Bloomberg 报道及埃及央行（CBE）公告,www.cbe.org.eg,D,METADATA_ONLY_LICENSE,https://www.cbe.org.eg/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0211,7. 尼日利亚央行（CBN）外汇改革声明（2023-06 统一汇率）,www.cbn.gov.ng,A,METADATA_ONLY_LICENSE,https://www.cbn.gov.ng/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0212,www.cboe.com 来源资料（WEB-0212）,www.cboe.com,D,METADATA_ONLY_LICENSE,https://www.cboe.com/tradable_products/vix,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0213,"4. 俄央行固定价 5,000 卢布/克购金：俄罗斯央行（CBR）公告",www.cbr.ru,D,METADATA_ONLY_LICENSE,https://www.cbr.ru/eng,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0214,www.cftc.gov 来源资料（WEB-0214）,www.cftc.gov,A,METADATA_ONLY_LICENSE,https://www.cftc.gov/MarketReports/CommitmentsofTraders/HistoricalCompressed/index.htm,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0215,Channels TV，2024,www.channelstv.com,D,METADATA_ONLY_LICENSE,https://www.channelstv.com/2024/02/28/nestle-nigeria-posts-n104bn-loss-for-2023,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0217,正保会计网校，2025,www.chinaacc.com,D,METADATA_ONLY_LICENSE,https://www.chinaacc.com/zhuceshuiwushi/jhwd/zy20250626114216.shtml,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0218,2. 中国黄金集团黄金珠宝股份有限公司官网/公告,www.chinagoldsh.com,D,METADATA_ONLY_LICENSE,https://www.chinagoldsh.com/portal/cn/index.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0220,2. 传音 2024-10 三季报（2024Q3 净利润同比 -44%，归因埃塞俄比亚币贬值汇兑损失）：公司公告/财联社 2024-10 报道,www.cls.cn,C,METADATA_ONLY_LICENSE,https://www.cls.cn/,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0221,财联社，2025-04,www.cls.cn,C,METADATA_ONLY_LICENSE,https://www.cls.cn/detail/1997358,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0222,财联社，2026-01,www.cls.cn,C,METADATA_ONLY_LICENSE,https://www.cls.cn/detail/2272392,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0223,"2. 财联社（2024/2026）：""以史为鉴：70年代的黄金牛市是如何开始、如何结束的""（1970–74、1977–80 黄金年化收益 32.5%/45.2%），",www.cls.cn,C,METADATA_ONLY_LICENSE,https://www.cls.cn/detail/2341263,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0224,5. WTI 原油负值事件（2020-04-20）：CME Group 与媒体记录,www.cmegroup.com,D,METADATA_ONLY_LICENSE,https://www.cmegroup.com/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0225,www.cmegroup.com 来源资料（WEB-0225）,www.cmegroup.com,D,METADATA_ONLY_LICENSE,https://www.cmegroup.com/markets/metals/precious.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0226,"4. CNBC Indonesia，《Rupiah Nelangsa, Krisis 1997/1998 Terulang?》，2024——印尼盾金价 40,000→73,125 印尼盾/克、通胀 77.63%、GDP -13.7%：",www.cnbcindonesia.com,D,METADATA_ONLY_LICENSE,https://www.cnbcindonesia.com/research/20240418153237-128-531396/rupiah-nelangsa-krisis-1997-1998-terulang,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0227,7. 新华网/新华财经，2023，《黎巴嫩本币兑美元汇率跌破 100000 比 1 大关》——黑市破 10 万、累计贬值超 98%。,www.cnfin.com,D,METADATA_ONLY_LICENSE,https://www.cnfin.com/hs-lb/detail/20230314/3822485_1.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0228,"文本语料,金投网黄金新闻,标题与正文共1303篇,2022-02-01至2025-02-28,文章级→日聚合,金投网,",World Gold Council,D,METADATA_ONLY_LICENSE,https://www.cngold.org/,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0229,3. 美国财政部 OFAC 对伊朗制裁与 IFCA（2013）条文：美国国会立法《Iran Freedom and Counter-Proliferation Act》,www.congress.gov,A,METADATA_ONLY_LICENSE,https://www.congress.gov/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0230,Cornerstone Research,www.cornerstone.com,D,METADATA_ONLY_LICENSE,https://www.cornerstone.com/insights/cases/ashanti-goldfields-securities-litigation,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0231,CPDbox，2024,www.cpdbox.com,D,METADATA_ONLY_LICENSE,https://www.cpdbox.com/040-investment-gold-ifrs,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0232,1. Crescat Capital（2024）：《The Countercyclicality of Gold Mining Stocks》，Homestake 与道指 1929–1932 对比数据。,www.crescat.net,D,METADATA_ONLY_LICENSE,https://www.crescat.net/the-countercyclicality-of-gold-mining-stocks,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0233,4. 银行不良债权处置（100 万亿日元级）：日本金融厅/存款保险机构披露，<,www.dic.go.jp,D,METADATA_ONLY_LICENSE,https://www.dic.go.jp/english,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0234,6. 迪拜黄金贸易枢纽角色：迪拜多种商品交易中心（DMCC）黄金贸易报告,www.dmcc.ae,D,METADATA_ONLY_LICENSE,https://www.dmcc.ae/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0240,4. 土耳其天然气进口数据：EIA《Turkey》国别分析,www.eia.gov,A,METADATA_ONLY_LICENSE,https://www.eia.gov/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0241,10. 委内瑞拉石油产量与制裁：EIA,www.eia.gov,A,METADATA_ONLY_LICENSE,https://www.eia.gov/international/analysis/country/VEN,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0242,change Restrictions. 2026. url:,International Monetary Fund,B,MANUAL_ACTION_REQUIRED,https://www.elibrary.imf.org/subject/012,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://www.elibrary.imf.org/subject/012
WEB-0243,IMF WP，2020,International Monetary Fund,B,MANUAL_ACTION_REQUIRED,https://www.elibrary.imf.org/view/journals/001/2020/179/article-A001-en.xml,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://www.elibrary.imf.org/view/journals/001/2020/179/article-A001-en.xml
WEB-0244,"3. IMF，2023，《Lebanon: 2023 Article IV Consultation》——黑市汇率 2023 年 3 月中旬达 140,000/美元。",International Monetary Fund,B,MANUAL_ACTION_REQUIRED,https://www.elibrary.imf.org/view/journals/002/2023/237/article-A001-en.xml,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://www.elibrary.imf.org/view/journals/002/2023/237/article-A001-en.xml
WEB-0245,"2026/007, 2026,",International Monetary Fund,B,MANUAL_ACTION_REQUIRED,https://www.elibrary.imf.org/view/journals/068/2026/007,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://www.elibrary.imf.org/view/journals/068/2026/007
WEB-0246,International Monetary Fund 来源资料（WEB-0246）,International Monetary Fund,B,MANUAL_ACTION_REQUIRED,https://www.elibrary.imf.org/view/journals/068/2026/007/article-A001-en.xml,,由用户阅读并接受来源条款后人工下载；登记文件哈希和许可范围。,需人工接受条款或确认许可,https://www.elibrary.imf.org/view/journals/068/2026/007/article-A001-en.xml
WEB-0247,3. 名义 GDP 停滞数据：日本内阁府国民经济核算，<,www.esri.cao.go.jp,D,METADATA_ONLY_LICENSE,https://www.esri.cao.go.jp/en/sna/menu.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0248,EuroFinance，2022,www.eurofinance.com,D,METADATA_ONLY_LICENSE,https://www.eurofinance.com/news/walking-the-fx-tightrope-in-latin-america,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0250,EY，2025,www.ey.com,D,METADATA_ONLY_LICENSE,https://www.ey.com/en_gl/technical/tax-alerts/argentina-eliminates-most-remaining-foreign-exchange-controls,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0251,方达律所速评,www.fangdalaw.com,D,METADATA_ONLY_LICENSE,https://www.fangdalaw.com/content/details32_8567.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0252,www.fdic.gov 来源资料（WEB-0252）,www.fdic.gov,A,METADATA_ONLY_LICENSE,https://www.fdic.gov/news/press-releases/2023/pr23016.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0255,4. 美联储 2020 年 3 月紧急行动（降息至 0–0.25% + 无限量 QE）：美联储官网新闻稿,Federal Reserve Board,A,BROKEN_OR_UNREACHABLE,https://www.federalreserve.gov/newsevents/pressreleases/2020-monetary.htm,HTTP 404,原链接不可用或不适合自动归档；使用已验证替代资产 WEB-0256。,政府/国际组织公开资料，按原站署名与条款使用,
WEB-0267,"1. Federal Reserve History（美联储官方历史项目，2013）：""Nixon Ends Convertibility of U.S. Dollars to Gold and Announces Wage/Price Controls""，",www.federalreservehistory.org,B,METADATA_ONLY_LICENSE,https://www.federalreservehistory.org/essays/gold-convertibility-ends,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0268,1. Federal Reserve History（美联储官方历史网站），《Gold Reserve Act of 1934》，,www.federalreservehistory.org,B,METADATA_ONLY_LICENSE,https://www.federalreservehistory.org/essays/gold-reserve-act,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0269,中国金融新闻网，2025-02,www.financialnews.com.cn,D,METADATA_ONLY_LICENSE,https://www.financialnews.com.cn/2025-02/05/content_417794.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0270,中国金融新闻网，2024-02,www.financialnews.com.cn,D,METADATA_ONLY_LICENSE,https://www.financialnews.com.cn/jg/zc/202402/t20240202_286986.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0271,中国黄金协会，2026-02,www.fx678.com,D,METADATA_ONLY_LICENSE,https://www.fx678.com/C/20260205/202602051010132463.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0272,WGC《黄金作为战略资产（2025 年版）》,www.fxbaogao.com,D,METADATA_ONLY_LICENSE,https://www.fxbaogao.com/detail/4680353,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
