archive_asset_id,archive_run_id,acquisition_state,content_state,extraction_state,formal_use_state,evidence_grade,redistribution_scope,raw_local_path,extracted_local_path,target_table,replacement_source,next_action,revalidation_required
LCL-0167,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/导读.png,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0168,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/复现风险.png,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0169,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/美元指数代理.png,,asset_monthly_return | case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0170,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/商品月度代理.png,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0171,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/实际利率代理.png,,asset_monthly_return | case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0172,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/数据清单.png,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0173,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/质量检查.png,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0174,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/EPU代理.png,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0175,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/THUOCL财经词表.png,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0176,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,private_only,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/workbook_inspect.ndjson,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0177,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/README_论文学习与数据说明.md,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0178,20260816_research_archive_v1,ACQUIRED,LOCAL_ASSET,NOT_REQUIRED,SUPPLEMENT,内部,shared,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/scripts/build_reproducibility_package.mjs,,case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
LCL-0179,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,CORE,A,shared,01_比赛与项目基线/本地原件/XH-202612_Smartbi AI驱动的数据创新平台研究.pdf,,source_registry | case_evidence,,人工复核关键字段与source_locator；通过后映射至正式source_registry。,1
LCL-0180,20260816_research_archive_v1,ACQUIRED,STRUCTURED_LOCAL,NOT_REQUIRED,SUPPLEMENT,内部,shared,01_比赛与项目基线/本地原件/XH-202612比赛硬性要求与评分标准_含技术方案.xlsx,,source_registry | case_evidence,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0001,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0002,20260816_research_archive_v1,ACQUIRED,MIXED_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0002__a_href=_/original.html,02_提取正文/WEB-0002/content.json,asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0003,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0004,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0005,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0006,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0007,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0008,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0008_中国期货业协会分析框架，2022/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0009,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0010,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0011,20260816_research_archive_v1,ACQUIRED,MIXED_CONTENT,EXTRACTED,CORE,A,shared,08_企业案例与公开披露/外部原件/WEB-0011_人民银行，2022/original.html,02_提取正文/WEB-0011/content.json,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,人工复核关键字段与source_locator；通过后映射至正式source_registry。,1
WEB-0012,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0013,20260816_research_archive_v1,ACQUIRED,STRUCTURED_DATA,EXTRACTED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0013__a_href=_/original.html,02_提取正文/WEB-0013/content.json,asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0014,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0015,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_policy_year,,按人工任务卡接受条款或完成机构授权后重新验收。,0
WEB-0016,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0016_UBS_GFOR_2025/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0017,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0018,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0019,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,按人工任务卡接受条款或完成机构授权后重新验收。,0
WEB-0020,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,05_全球周期与历史危机/外部原件/WEB-0020_5._American_Institute_for_Economic_Research（AIER），《The_Federal_Reserve_B/original.pdf,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0021,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0022,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0023,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0024,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0025,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0026,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0026_XLSX_entry_xl_worksheets_sheet4.xml/original.html,02_提取正文/WEB-0026/content.json,asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0027,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0028,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0029,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0030,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0031,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0032,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0033,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0034,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0035,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0036,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_policy_year | asset_monthly_return | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0037,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0038,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0039,20260816_research_archive_v1,ACQUIRED,DOWNLOAD_LANDING,EXTRACTED,SUPPLEMENT,B,shared,"04_国别货币与中国出海/外部原件/WEB-0039_boards,/original.html",02_提取正文/WEB-0039/content.json,source_registry | country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0040,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,private_only,06_黄金美元与储备配置/外部原件/WEB-0040_PDF_link_annotation_/original.html,02_提取正文/WEB-0040/content.json | 01_新增原件/WEB-0040/WEB-0040-R01_WEOApr2026all.xlsx | 01_新增原件/WEB-0040/WEB-0040-R02_WEOhistorical.xlsx | 03_提取表格/WEB-0040/WEB-0040-R01/April_2026_WEO.csv | 03_提取表格/WEB-0040/WEB-0040-R01/Countries.csv | 03_提取表格/WEB-0040/WEB-0040-R01/Country_Groups.csv | 03_提取表格/WEB-0040/WEB-0040-R01/Commodity_Prices.csv | 03_提取表格/WEB-0040/WEB-0040-R01/Country_Group_Composition.csv | 03_提取表格/WEB-0040/WEB-0040-R02/Info.csv | 03_提取表格/WEB-0040/WEB-0040-R02/ngdp_rpch.csv | 03_提取表格/WEB-0040/WEB-0040-R02/pcpi_pch.csv | 03_提取表格/WEB-0040/WEB-0040-R02/bca_gdp_bp6.csv,source_registry | asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0041,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0042,20260816_research_archive_v1,ACQUIRED,DOWNLOAD_LANDING,EXTRACTED,SUPPLEMENT,B,shared,04_国别货币与中国出海/外部原件/WEB-0042_PDF_link_annotation_/original.html,02_提取正文/WEB-0042/content.json | 01_新增原件/WEB-0042/WEB-0042-R01_FP.CPI.TOTL.ZG.zip | 01_新增原件/WEB-0042/WEB-0042-R02_FP.CPI.TOTL.ZG.xls | 01_新增原件/WEB-0042/WEB-0042-R03_FP.CPI.TOTL.ZG.zip | 01_新增原件/WEB-0042/expanded/WEB-0042-R01 | 01_新增原件/WEB-0042/expanded/WEB-0042-R01/API_FP.CPI.TOTL.ZG_DS2_en_csv_v2_285.csv | 01_新增原件/WEB-0042/expanded/WEB-0042-R01/Metadata_Country_API_FP.CPI.TOTL.ZG_DS2_en_csv_v2_285.csv | 01_新增原件/WEB-0042/expanded/WEB-0042-R01/Metadata_Indicator_API_FP.CPI.TOTL.ZG_DS2_en_csv_v2_285.csv | 01_新增原件/WEB-0042/expanded/WEB-0042-R03 | 01_新增原件/WEB-0042/expanded/WEB-0042-R03/API_FP.CPI.TOTL.ZG_DS2_en_xml_v2_2812.xml,country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0043,20260816_research_archive_v1,ACQUIRED,DOWNLOAD_LANDING,EXTRACTED,SUPPLEMENT,B,shared,04_国别货币与中国出海/外部原件/WEB-0043_PDF_link_annotation_/original.html,02_提取正文/WEB-0043/content.json | 01_新增原件/WEB-0043/WEB-0043-R01_PA.NUS.FCRF.zip | 01_新增原件/WEB-0043/WEB-0043-R02_PA.NUS.FCRF.xls | 01_新增原件/WEB-0043/WEB-0043-R03_PA.NUS.FCRF.zip | 01_新增原件/WEB-0043/expanded/WEB-0043-R01 | 01_新增原件/WEB-0043/expanded/WEB-0043-R01/API_PA.NUS.FCRF_DS2_en_csv_v2_32.csv | 01_新增原件/WEB-0043/expanded/WEB-0043-R01/Metadata_Country_API_PA.NUS.FCRF_DS2_en_csv_v2_32.csv | 01_新增原件/WEB-0043/expanded/WEB-0043-R01/Metadata_Indicator_API_PA.NUS.FCRF_DS2_en_csv_v2_32.csv | 01_新增原件/WEB-0043/expanded/WEB-0043-R03 | 01_新增原件/WEB-0043/expanded/WEB-0043-R03/API_PA.NUS.FCRF_DS2_en_xml_v2_753.xml,country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0044,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,04_国别货币与中国出海/外部原件/WEB-0044_World_Bank数据许可/original.html,02_提取正文/WEB-0044/content.json,country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0045,20260816_research_archive_v1,ACQUIRED,MIXED_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,07_会计合规与制裁/外部原件/WEB-0045_8._俄罗斯_2015_年_GDP（-2%）：世界银行_WDI：_/original.html,02_提取正文/WEB-0045/content.json,country_monthly_risk | country_policy_year | country_event | case_evidence | historical_crisis_event,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0046,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,"06_黄金美元与储备配置/外部原件/WEB-0046_3_World_Bank,_Global_Economic_Monitor,/original.html",02_提取正文/WEB-0046/content.json,source_registry | asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0047,20260816_research_archive_v1,NOT_ACQUIRED,NOT_ACQUIRED,FAILED,SUPPLEMENT,B,shared,,,country_monthly_risk | country_policy_year,WEB-0048,补充权威替代来源；无法取得时删除相应字段和结论承诺。,1
WEB-0048,20260816_research_archive_v1,ACQUIRED,DOWNLOAD_LANDING,EXTRACTED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0048_PDF_link_annotation_/original.html,02_提取正文/WEB-0048/content.json | 01_新增原件/WEB-0048/WEB-0048-R01_GemDataEXTR.zip | 01_新增原件/WEB-0048/expanded/WEB-0048-R01 | 03_提取表格/WEB-0048/WEB-0048-R01-E001/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E001/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E002/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E002/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E003/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E003/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E004/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E004/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E005/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E005/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E006/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E006/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E007/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E007/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E008/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E008/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E009/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E009/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E009/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E010/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E010/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E010/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E011/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E011/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E011/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E012/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E012/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E012/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E013/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E013/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E013/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E014/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E014/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E014/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E015/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E015/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E016/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E016/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E017/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E017/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E018/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E018/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E019/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E019/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E020/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E021/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E021/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E021/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E022/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E022/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E022/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E023/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E023/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E023/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E024/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E024/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E024/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E025/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E025/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E025/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E026/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E026/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E026/quarterly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E027/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E027/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E028/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E028/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E029/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E029/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E030/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E030/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E031/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E031/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E032/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E032/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E033/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E034/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E034/monthly.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E035/annual.csv | 03_提取表格/WEB-0048/WEB-0048-R01-E035/monthly.csv,source_registry | asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0049,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,"04_国别货币与中国出海/外部原件/WEB-0049_8_World_Bank,_Indicator_API_Queries,/original.html",02_提取正文/WEB-0049/content.json,source_registry | country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0050,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0050_PDF_link_annotation_/original.html,02_提取正文/WEB-0050/content.json,source_registry | asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0051,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0052,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0053,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
